data_versao,cod_item,cod_item_pai,nome,descricao_glossario,justica_estadual_1grau,justica_estadual_2grau,justica_estadual_juizado_especial,justica_estadual_juizado_especial_turmas_recursais,justica_estadual_juizado_especial_fazenda_publica,justica_estadual_turma_estadual_uniformizacao,justica_estadual_militar_1grau,justica_estadual_militar_2grau,justica_federal_1grau,justica_federal_2grau,justica_federal_juizado_especial,justica_federal_turmas_recursais,justica_federal_nacional_uniformizacao,justica_federal_regional_uniformizacao,justica_federal_cjf,justica_trabalho_1grau,justica_trabalho_2grau,justica_trabalho_tst,justica_trabalho_csjt,justica_militar_uniao_1grau,justica_militar_uniao_stm,justica_militar_estadual_1grau,justica_militar_estadual_tjm,justica_eleitoral_zonas,justica_eleitoral_tre,justica_eleitoral_tse,outras_justicas_stf,outras_justicas_stj,outras_justicas_cnj,norma,artigo,sigiloso,assunto_secundario,crime_antecedente,situacao,data_inclusao,usuario_inclusao,data_alteracao,usuario_alteracao
2025-09-11 16:34:41,12517,12511.0,Terceirização do SUS,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,S,S,N,,,N,N,N,A,2019-07-04 00:00:00,carlsmith,,
2025-09-11 16:34:41,12518,12511.0,Controle Social e Conselhos de Saúde,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,S,S,N,,,N,N,N,A,2019-07-04 00:00:00,carlsmith,,
2025-09-11 16:34:41,12519,12481.0,Vigilância Sanitária e Epidemológica,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,S,S,N,,,N,N,N,A,2019-07-04 00:00:00,carlsmith,,
2025-09-11 16:34:41,12520,12480.0,Genética / Células Tronco,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,S,S,N,,,N,N,N,A,2019-07-04 00:00:00,carlsmith,,
2025-09-11 16:34:41,12521,12480.0,"Doação e transplante de órgãos, tecidos ou partes",,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,S,S,N,,,N,N,N,A,2019-07-04 00:00:00,carlsmith,,
2025-09-11 16:34:41,12863,12797.0,Regime Hospitalar ou Domiciliar durante Período de Internação,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:1099px;"" width=""1099"">
	<tbody>
		<tr height=""21"">
			<td height=""21"" style=""height:21px;width:1099px;"">
				<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:1099px;"" width=""1099"">
					<tbody>
						<tr height=""21"">
							<td height=""21"" style=""height:21px;width:1099px;"">
								<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:1099px;"" width=""1099"">
									<tbody>
										<tr height=""21"">
											<td height=""21"" style=""height:21px;width:1099px;"">
												Disp&otilde;e sobre a possibilidade de atendimento educacional para aluno internado em regime hospitalar ou domiciliar</td>
										</tr>
									</tbody>
								</table>
							</td>
						</tr>
					</tbody>
				</table>
			</td>
		</tr>
	</tbody>
</table>
<p>
	&nbsp;</p>
",S,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,LDB,4º-A,N,N,N,A,2020-09-23 00:00:00,admin,2021-07-14 11:39:33,pedro.amorim
2025-09-11 16:34:41,12871,12869.0,Licença Saúde,"<p>
	&nbsp;</p>
<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:1099px;"" width=""1099"">
	<tbody>
		<tr height=""21"">
			<td height=""21"" style=""height:21px;width:1099px;"">
				Disp&otilde;e sobre o seguro-doen&ccedil;a ou aux&iacute;lio-enfemidade, os quais s&atilde;o considerados enquanto licen&ccedil;a n&atilde;o remunerada</td>
		</tr>
	</tbody>
</table>
<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:1099px;"" width=""1099"">
	<tbody>
	</tbody>
</table>
<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:1099px;"" width=""1099"">
	<tbody>
		<tr height=""21"">
			<td height=""21"" style=""height:21px;width:1099px;"">
				<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:1099px;"" width=""1099"">
					<tbody>
					</tbody>
				</table>
			</td>
		</tr>
	</tbody>
</table>
<p>
	&nbsp;</p>
",S,S,N,N,N,N,N,N,S,S,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,S,S,N,CLT,476,N,N,N,A,2020-09-23 00:00:00,admin,2021-07-14 11:41:49,pedro.amorim
2025-09-11 16:34:41,13569,2445.0,Programa de Assistência Médica - Benefícios ,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,I,2020-11-04 00:00:00,marcos.santos,2020-11-17 17:27:53,pedro.amorim
2025-09-11 16:34:41,13605,8961.0,Plano de Saúde ,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,A,2020-11-04 00:00:00,marcos.santos,,
2025-09-11 16:34:41,13739,13735.0,Programa de Assistência Médica - Benefícios,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,A,2020-11-17 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,13853,13831.0,Plano de Saúde,"<p>
	Art. 268. Causar inc&ecirc;ndio em lugar sujeito &agrave; administra&ccedil;&atilde;o militar, expondo a perigo a vida, a integridade f&iacute;sica ou o patrim&ocirc;nio de outrem: Pena - reclus&atilde;o, de tr&ecirc;s a oito anos. &sect; 1&ordm; A pena &eacute; agravada:</p>
",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,A,2020-11-17 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,14679,12467.0,Explosão da Fábrica de Fogos de Santo Antônio de Jesus/BA,"<p>
	Assunto desativado em raz&atilde;o da cria&ccedil;&atilde;o de assunto similar na &aacute;rvore 15105 - Senten&ccedil;as da Corte Interamericana de Direitos Humanos.</p>
<p>
	<span style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px;"">Considerando o quanto deliberado e aprovado pelo Grupo Gestor Local das Tabelas Processuais Unificadas do Tribunal de Justi&ccedil;a da Bahia, venho, por meio do presente, apresentar sugest&atilde;o de cria&ccedil;&atilde;o do assunto EXPLOS&Atilde;O DA F&Aacute;BRICA DE FOGOS DE SANTO ANT&Ocirc;NIO DE JESUS/BA, dentro da hierarquia 12467, que trata de quest&otilde;es de alta complexidade, grande impacto e repercuss&atilde;o.</span><br style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px;"" />
	<br style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px;"" />
	<span style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px;"">Destaco que este Tribunal de Justi&ccedil;a recebeu Of&iacute;cio n. 1.024/GP, da lavra do Exmo. Presidente do Conselho Nacional de Justi&ccedil;a, Ministro Luiz Lux, informando que acolheu as sugest&otilde;es de encaminhamentos constantes no relat&oacute;rio referente &agrave; condena&ccedil;&atilde;o da Rep&uacute;blica Federativa do Brasil pela Corte Interamericana de Direito Humanos, no caso Empregados da f&aacute;brica de fogos de Santo Ant&ocirc;nio de Jesus e seus familiares vs. Brasil.</span><br style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px;"" />
	<br style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px;"" />
	<span style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px;"">Nesse sentido, foi determinado que este Tribunal de Justi&ccedil;a da Bahia envidasse esfor&ccedil;os no sentido de acompanhar os andamentos dos processos relativos ao caso supracitado, motivo pelo qual prop&otilde;e-se a cria&ccedil;&atilde;o do assunto em quest&atilde;o.</span></p>
",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,S,S,S,Portaria Conjunta CNJ e CNMP nº 1/2019,2º,N,S,N,I,2021-05-18 00:00:00,pedro.amorim,2022-06-10 16:17:03,pedro.amorim
2025-09-11 16:34:41,14690,3388.0,Condicionamento de Atendimento Médico Hospitalar Emergencial,"<p class=""texto2"">
	<font face=""Arial"" size=""2"" style=""color: rgb(0, 0, 0); font-size: small;"">&nbsp; Art.&nbsp;135-A.&nbsp; Exigir cheque-cau&ccedil;&atilde;o, nota promiss&oacute;ria ou qualquer garantia, bem como o preenchimento pr&eacute;vio de formul&aacute;rios administrativos, como condi&ccedil;&atilde;o para o atendimento m&eacute;dico-hospitalar emergencial: &nbsp;<a href=""http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2012/Lei/L12653.htm#art1"">(Inclu&iacute;do pela Lei n&ordm; 12.653, de 2012).</a></font></p>
<p class=""texto2"">
	<font face=""Arial"" size=""2"" style=""color: rgb(0, 0, 0); font-size: small;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pena - deten&ccedil;&atilde;o, de 3 (tr&ecirc;s) meses a 1 (um) ano, e multa.&nbsp;<a href=""http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2012/Lei/L12653.htm#art1"">(Inclu&iacute;do pela Lei n&ordm; 12.653, de 2012).</a></font></p>
<p class=""texto2"" style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: small;"">
	<font face=""Arial"" size=""2"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Par&aacute;grafo &uacute;nico.&nbsp; A pena &eacute; aumentada at&eacute; o dobro se da negativa de atendimento resulta les&atilde;o corporal de natureza grave, e at&eacute; o triplo se resulta a morte.&nbsp;<a href=""http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2012/Lei/L12653.htm#art1"">(Inclu&iacute;do pela Lei n&ordm; 12.653, de 2012).</a></font></p>
",S,S,S,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,CP,135-A,N,N,N,A,2021-05-28 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,14691,9648.0,Condicionamento de Atendimento Médico Hospitalar Emergencial (Art. 135-A),"<p class=""texto2"">
	<font face=""Arial"" size=""2"" style=""color: rgb(0, 0, 0); font-size: small;"">&nbsp; Art.&nbsp;135-A.&nbsp; Exigir cheque-cau&ccedil;&atilde;o, nota promiss&oacute;ria ou qualquer garantia, bem como o preenchimento pr&eacute;vio de formul&aacute;rios administrativos, como condi&ccedil;&atilde;o para o atendimento m&eacute;dico-hospitalar emergencial: &nbsp;<a href=""http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2012/Lei/L12653.htm#art1"">(Inclu&iacute;do pela Lei n&ordm; 12.653, de 2012).</a></font></p>
<p class=""texto2"">
	<font face=""Arial"" size=""2"" style=""color: rgb(0, 0, 0); font-size: small;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pena - deten&ccedil;&atilde;o, de 3 (tr&ecirc;s) meses a 1 (um) ano, e multa.&nbsp;<a href=""http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2012/Lei/L12653.htm#art1"">(Inclu&iacute;do pela Lei n&ordm; 12.653, de 2012).</a></font></p>
<p class=""texto2"" style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: small;"">
	<font face=""Arial"" size=""2"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Par&aacute;grafo &uacute;nico.&nbsp; A pena &eacute; aumentada at&eacute; o dobro se da negativa de atendimento resulta les&atilde;o corporal de natureza grave, e at&eacute; o triplo se resulta a morte.&nbsp;<a href=""http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2012/Lei/L12653.htm#art1"">(Inclu&iacute;do pela Lei n&ordm; 12.653, de 2012).</a></font></p>
",S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,CP,135-A,N,N,N,A,2021-05-28 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,14749,10718.0,"Gratificação de Desempenho da Carreira da Previdência, da Saúde e do Trabalho - GDPST","<p>
	<span style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 250, 251); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Classificar com este assunto os processos em que haja discuss&otilde;es a respeito da Gratifica&ccedil;&atilde;o de Desempenho da Carreira da Previd&ecirc;ncia, da Sa&uacute;de e do Trabalho - GDPST, que compunha a a estrutura remunerat&oacute;ria dos servidores integrantes da Carreira da Previd&ecirc;ncia, da Sa&uacute;de e do Trabalho.</span></p>
",N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,Lei 11.355/2006,"5º, II e 5º-B",N,N,N,A,2021-07-30 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,14759,12481.0,Tratamento Domiciliar (Home Care),"<p>
	<span style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 250, 251); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Demandas em que se busca a inclus&atilde;o de paciente no Programa de Tratamento Domiciliar (Home Care).</span></p>
",S,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,Lei 8.080/1990,2º,N,N,N,A,2021-07-30 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,14760,12482.0,Tratamento Domiciliar (Home Care),"<p>
	<span style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(250, 250, 251); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Demandas em que se busca a inclus&atilde;o de paciente no Programa de Tratamento Domiciliar (Home Care).</span></p>
",S,S,S,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,Lei 8.080/1990,2º,N,N,N,A,2021-07-30 00:00:00,pedro.amorim,2021-07-30 17:33:07,pedro.amorim
2025-09-11 16:34:41,14883,6077.0,Fundo de Saúde do Exército - FUSEX,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,I,2021-09-29 00:00:00,pedro.amorim,2021-09-29 17:00:33,pedro.amorim
2025-09-11 16:34:41,14884,6082.0,Fundo de Saúde do Exército - FUSEX,"<p>
	Cadastrar a&ccedil;&otilde;es em que se discute direito &agrave; assist&ecirc;ncia m&eacute;dica e hospitalar, contribui&ccedil;&otilde;es, dependentes ou quest&otilde;es afins ao fundo de sa&uacute;de do Ex&eacute;rcito.</p>
",N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,Lei 6.880/1980; Portaria 049/2008 DGP; Decreto 92512/1986,"50, § 2º",N,N,N,A,2021-09-29 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,14885,6082.0,Fundo de Saúde da Aeronáutica - FUNSA,"<p>
	Cadastrar a&ccedil;&otilde;es em que se discuta direito &agrave; assist&ecirc;ncia m&eacute;dica e hospitalar, contribui&ccedil;&otilde;es, dependentes ou quest&otilde;es afins ao fundo de sa&uacute;de da Aeron&aacute;utica.</p>
",N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,Lei 6880/1980; Decreto 92512/1986,"50, § 2º",N,N,N,A,2021-09-29 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,14886,6082.0,Fundo de Saúde da Marinha - FUSMA,"<p>
	Cadastrar a&ccedil;&otilde;es em que se discuta direito &agrave; assist&ecirc;ncia m&eacute;dica e hospitalar, contribui&ccedil;&otilde;es, dependentes ou quest&otilde;es afins ao fundo de sa&uacute;de da Marinha.</p>
",N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,Lei 6880/1980; Decreto 92512/1987,"50, § 2º",N,N,N,A,2021-09-29 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,14887,6048.0,Adicional de Plantão Hospitalar,"<p>
	Classificar a&ccedil;&otilde;es em que se discute a exig&ecirc;ncia da contribui&ccedil;&atilde;o previdenci&aacute;ria incidente sobre o Adicional de Plant&atilde;o Hospitalar.</p>
",N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,CF; Lei 10.887/2004; Lei 11.907/2009,40 (CF); 4º (Lei 10.887/2004); 304 (Lei 11.907/2009),N,N,N,A,2021-09-29 00:00:00,pedro.amorim,2021-09-29 17:20:11,pedro.amorim
2025-09-11 16:34:41,14996,5933.0,Redução de Alíquota IR/CSLL - Serviços Hospitalares,"<p>
	Discuss&atilde;o acerca da forma de interpreta&ccedil;&atilde;o da express&atilde;o servi&ccedil;os hospitalares prevista na Lei 9.429/95, para fins de obten&ccedil;&atilde;o da redu&ccedil;&atilde;o de al&iacute;quota do IRPJ (8%) e da CSLL (12%), preconizadas em seus arts. 15, &sect;1&ordm;, III, a, e 20.</p>
",N,N,N,N,N,N,N,N,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,Lei 9.249/1995; Lei 10.684/2003; Lei 11.727/2008,"2º; 15, III, a; 20",N,N,N,A,2021-12-03 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,15054,5957.0,Taxa de Fiscalização de Vigilância Sanitária,"<p>
	Discuss&otilde;es acerca da incid&ecirc;ncia da Taxa de Fiscaliza&ccedil;&atilde;o de Vigil&acirc;ncia Sanit&aacute;ria.</p>
",N,N,N,N,N,N,N,N,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,Lei n. 9.782/1999,23,N,N,N,A,2022-06-01 00:00:00,pedro.amorim,,
2025-09-11 16:34:41,15116,15105.0,Caso dos(as) Empregados(as) da Fábrica de Fogos de Santo Antônio de Jesus e seus Familiares vs. Brasil,"<p>
	Assunto a ser indexado em todos os processos judiciais nacionais relacionados &agrave;s decis&otilde;es e delibera&ccedil;&otilde;es da Corte Interamericana de Direitos Humanos referentes ao &quot;Caso dos(as) Empregados(as) da F&aacute;brica de Fogos de Santo Ant&ocirc;nio de Jesus e seus Familiares vs. Brasil&quot;.</p>
<p>
	Resolu&ccedil;&atilde;o CNJ n. 364<br />
	Art. 1&ordm; Fica institu&iacute;da no &acirc;mbito deste Conselho a Unidade de Monitoramento e Fiscaliza&ccedil;&atilde;o das decis&otilde;es e delibera&ccedil;&otilde;es da Corte Interamericana de Direitos Humanos envolvendo o Estado brasileiro, vinculada ao Departamento de Monitoramento e Fiscaliza&ccedil;&atilde;o do Sistema Carcer&aacute;rio e do Sistema de Execu&ccedil;&atilde;o de Medidas Socioeducativas (DMF).<br />
	Par&aacute;grafo &uacute;nico. Para os fins desta Resolu&ccedil;&atilde;o, entende-se por decis&otilde;es e delibera&ccedil;&otilde;es da Corte Interamericana de Direitos Humanos as senten&ccedil;as, medidas provis&oacute;rias e opini&otilde;es consultivas proferidas pela Corte.<br />
	<br />
	Art. 2&ordm; A Unidade de Monitoramento e Fiscaliza&ccedil;&atilde;o ter&aacute; as seguintes atribui&ccedil;&otilde;es, dentre outras:<br />
	[...]<br />
	IV - solicitar informa&ccedil;&otilde;es e monitorar a tramita&ccedil;&atilde;o dos processos e procedimentos relativos &agrave; repara&ccedil;&atilde;o material e imaterial das v&iacute;timas de viola&ccedil;&otilde;es a direitos humanos determinadas pela Corte Interamericana de Direitos Humanos em tramita&ccedil;&atilde;o no pa&iacute;s que tratem de forma direta ou indireta de obriga&ccedil;&otilde;es relacionadas a decis&otilde;es e delibera&ccedil;&otilde;es da Corte Interamericana de Direitos Humanos envolvendo o Estado brasileiro e que estejam pendentes de cumprimento integral;<br />
	<br />
	Recomenda&ccedil;&atilde;o CNJ n. 123<br />
	Art. 1&ordm; Recomendar aos &oacute;rg&atilde;os do Poder Judici&aacute;rio:<br />
	I - a observ&acirc;ncia dos tratados e conven&ccedil;&otilde;es internacionais de direitos humanos em vigor no Brasil e a utiliza&ccedil;&atilde;o da jurisprud&ecirc;ncia da Corte Interamericana de Direitos Humanos (Corte IDH), bem como a necessidade de controle de convencionalidade das leis internas.<br />
	II - a prioriza&ccedil;&atilde;o do julgamento dos processos em tramita&ccedil;&atilde;o relativos &agrave; repara&ccedil;&atilde;o material e imaterial das v&iacute;timas de viola&ccedil;&otilde;es a direitos humanos determinadas pela Corte Interamericana de Direitos Humanos em condena&ccedil;&otilde;es envolvendo o Estado brasileiro e que estejam pendentes de cumprimento integral.&quot;<br />
	<br />
	&nbsp;</p>
",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",N,S,N,A,2022-06-10 00:00:00,pedro.amorim,,
2023-06-16 19:23:45,15218,12480.0,Autorização para Interrupção de Gravidez (Aborto),"<p align=""JUSTIFY"" style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: small;"">
	Este assunto pode ser utilizado em feitos c&iacute;veis ou criminais.</p>
<p align=""JUSTIFY"" style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: small;"">
	<font face=""Arial"">Art. 128 - N&atilde;o se pune o aborto praticado por m&eacute;dico:&nbsp;&nbsp;<a href=""http://www.stf.jus.br/portal/peticaoInicial/verPeticaoInicial.asp?base=ADPF&amp;s1=54&amp;processo=54"">(Vide ADPF 54)</a></font></p>
<p align=""JUSTIFY"" style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: small;"">
	<b><font face=""Arial"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Aborto necess&aacute;rio</font></b></p>
<p align=""JUSTIFY"" style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: small;"">
	<font face=""Arial"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; I - se n&atilde;o h&aacute; outro meio de salvar a vida da gestante;</font></p>
<p align=""JUSTIFY"" style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: small;"">
	<b><font face=""Arial"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Aborto no caso de gravidez resultante de estupro</font></b></p>
<p align=""JUSTIFY"" style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: small;"">
	<font face=""Arial"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; II - se a gravidez resulta de estupro e o aborto &eacute; precedido de consentimento da gestante ou, quando incapaz, de seu representante legal.</font></p>
<div>
	&nbsp;</div>
",S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,Código Penal,128,S,N,N,A,2023-06-13 16:25:20,pedro.amorim,,
2024-11-29 16:22:03,15514,12480.0,Doença Rara,"<p class=""Texto_Justificado"" style=""background-color: rgb(243, 247, 248); font-size: medium; font-family: &quot;Times New Roman&quot;; text-align: justify; overflow-wrap: normal; margin: 6pt; color: rgb(0, 0, 0);"">
	Portaria n&ordm; 199, de 30 de janeiro de 2014, que &quot;institui a Pol&iacute;tica Nacional de Aten&ccedil;&atilde;o Integral &agrave;s Pessoas com Doen&ccedil;as Raras, aprova as Diretrizes para Aten&ccedil;&atilde;o Integral &agrave;s Pessoas com Doen&ccedil;as Raras no &acirc;mbito do Sistema &Uacute;nico de Sa&uacute;de (SUS) e institui incentivos financeiros de custeio&quot;, que tem como objetivo, a teor do art. 4&ordm;, &quot;reduzir a mortalidade, contribuir para a redu&ccedil;&atilde;o da morbimortalidade e das manifesta&ccedil;&otilde;es secund&aacute;rias e a melhoria da qualidade de vida das pessoas, por meio de a&ccedil;&otilde;es de promo&ccedil;&atilde;o, preven&ccedil;&atilde;o, detec&ccedil;&atilde;o precoce, tratamento oportuno redu&ccedil;&atilde;o de incapacidade e cuidados paliativos&quot;.</p>
<p class=""Texto_Justificado"" style=""background-color: rgb(243, 247, 248); font-size: medium; font-family: &quot;Times New Roman&quot;; text-align: justify; overflow-wrap: normal; margin: 6pt; color: rgb(0, 0, 0);"">
	Al&eacute;m disso,&nbsp;<span style=""line-height: 16px;"">por for&ccedil;a do disposto no &sect; 9&ordm; do art. 47 do ECA,&nbsp;</span><span style=""line-height: 16px;"">n&atilde;o &eacute; incomum que a&ccedil;&otilde;es que versam sobre doen&ccedil;a rara sejam ajuizadas em favor de crian&ccedil;as ou adolescentes que t&ecirc;m prioridade de tramita&ccedil;&atilde;o.</span></p>
",S,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N, Portaria do Ministério da Saúde 199/2014,1º a 45,N,S,N,A,2024-11-29 14:31:11,pedro.amorim,,
